Notice Date,Shop,Address,Municipality,Offence,ChargeBy,Charge,LAT,LON
2020-12-22,Texas Pit Restaurant,"5731 Highway 7 West, Vaughan",City of Vaughan,"Fail to comply with continued Section 7.0.2 Order O. Reg. 82/20 - Indoor dining, employees not wearing masks",York Region Public Health,$750 + surcharge = $880,43.775144,-79.612688
2020-12-22,The Best Shop,"9390 Woodbine Avenue, Markham",City of Markham,Fail to comply with continued Section 7.0.2 Order O. Reg. 82/20 - business open contrary to regulations,Markham Bylaw Enforcement,$750 + surcharge = $880,43.872691,-79.363914
2020-12-22,The Hockey Club,"3-40 Englehard Drive, Aurora",Town of Aurora,Fail to comply with continued Section 7.0.2 Order O. Reg. 82/20 - Lack of physical distancing - Camp open for sports,Aurora Bylaw Enforcement,$750 + surcharge = $880,43.990021,-79.454304
2020-12-22,The Mill Taphouse,"9100 Jane Street, Vaughan",City of Vaughan,"Fail to comply with continued Section 7.0.2 Order O. Reg. 263/20 - Fail to limit the number of patrons seated indoors so as to maintain a physical distance of at least two metres from every other person in the establishment, and in any event not exceeding 10 patrons",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.829734,-79.532514
2020-12-22,Walmart,"135 First Commerce Drive, Aurora",Town of Aurora,Fail to comply with continued Section 7.0.2 Order O. Reg. 82/20 - Employee not wearing mask,Aurora Bylaw Enforcement,$750 + surcharge = $880,44.016284,-79.414315
2020-12-22,Woodbridge Mall,"7766 Martin Grove/5694 Highway 7, Vaughan",City of Vaughan,"Fail to comply with continued Section 7.0.2 Order O. Reg. 82/20 - Fail to ensure that any person in the indoor area of the premises wears a mask or face covering that covers their mouth, nose and chin",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.776567,-79.60968
2020-12-22,Woodbridge Mall,"7766 Martin Grove, Vaughan",City of Vaughan,"Fail to comply with continued Section 7.0.2 Order O. Reg. 82/20 - Fail to ensure that any person in the indoor area of the premises wears a mask or face covering that covers their mouth, nose and chinFail to comply with continued Section 7.0.2 Order O. Reg. 82/20 - Fail to operate the business or organization in compliance with the advice, recommendations and instructions of public health officials",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.776567,-79.60968
2020-12-22,Your Dollar Store with More,"8280 Highway 27, Vaughan",City of Vaughan,Fail to comply with continued Section 7.0.2 Order O. Reg. 263/20 - Fail to limit the number of persons in the place of business or facility so that every member of the public is able to maintain a physical distance of at least two metres from every other person in the business or facilityFail to comply with Class Order under Sec. 22 of HPPA - Fail to actively monitor compliance with capacity limits at all entrances,Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.785244,-79.624672
2020-12-29,Ansby Grove Barber ,"9350 Yonge St, Richmond Hill",City of Richmond Hill,Barber operating cutting client √Ñ√∂‚àö√ë‚àö‚àÇ √†√∂‚àö√´ √†√∂¬¨‚Ä¢s hairBarber operating cutting client √Ñ√∂‚àö√ë‚àö‚àÇ √†√∂‚àö√´ √†√∂¬¨‚Ä¢s hair,Richmond Hill Bylaw Enforcement,$750 + surcharge = $880,43.855473,-79.43369
2020-12-29,Point of Light,"16635 Yonge St, Newmarket",Town of Newmarket,Non-essential premises open to the public for indoor shoppingNon-essential premises open to the public for indoor shopping,Public Health and Newmarket Bylaw Enforcement,$750 + surcharge = $880,44.033256,-79.475268
2020-12-29,Centra Food Market,"24 Orchard Heights Blvd, Aurora",Town of Aurora,"Not wearing masks/entrance not being monitored for capacity
        Not monitoring customers when they enter",Public Health and Aurora Bylaw Enforcement,$750 + surcharge = $880,44.008722,-79.471196
2020-12-29,Metro,"1 Henderson Dr, Aurora",Town of Aurora,Staff not wearing mask,Public Health,$750 + surcharge = $880,43.983533,-79.464898
2020-12-29,No Frills,"5731 Highway 7, Vaughan",City of Vaughan,Failed to monitor compliance with capacity limit at all entrances and ensure physical distancing inside and outside the premises,Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.775144,-79.612688
2020-12-29,Pizza Panini Ristorante,"33 - 665 Millway Ave, Vaughan",City of Vaughan,No staff wearing masks in the facility Not enforcing mandatory masks No mandatory mask signage,Public Health,$750 + surcharge = $880,43.810282,-79.531937
2020-12-29,Sosan and Huma Beauty Salon Inc.,"7185 Yonge St, Markham",City of Markham,Business open contrary to regulations,Markham Bylaw Enforcement,$750 + surcharge = $880,43.803564,-79.421524
2020-12-29,T&T Supermarket,"9255 Woodbine Ave, Markham",City of Markham,Lack of physical distancing,Public Health,$750 + surcharge = $880,43.869127,-79.362951
2020-12-29,Victory Chiropractic,"15450 Yonge St, Aurora",Town of Aurora,Not wearing masks,Aurora Bylaw Enforcement,$750 + surcharge = $880,44.004726,-79.468816
2021-1-5,Aqua Grill ,"15150 Yonge Street, Aurora",Town of Aurora,Part 1 ROA Indoor dining,Aurora Bylaw Enforcement,$750 + surcharge = $880,43.997235,-79.466979
2021-1-5,Asian One,9600 Islington Ave.,City of Vaughan,Part 1 ROA Overcrowding,York Region Public Health,$750 + surcharge = $880,43.82523,-79.608909
2021-1-5,First Choice Supermarket,7866 Kennedy Rd,City of Markham,Part 1 ROA Gathering Limits,Markham Bylaw Enforcement,$750 + surcharge = $880,43.846461,-79.305735
2021-1-5,Highlight Motor Group,391 Creditstone Road,City of Vaughan,Part 1 ROA lack of cleaning and disinfection,York Region Public Health,$750 + surcharge = $880,43.798477,-79.518442
2021-1-5,Lucky Foodmart,8360 Kennedy Rd,City of Markham,Part 1 ROA Gathering Limits,Markham Bylaw Enforcement,$750 + surcharge = $880,43.858031,-79.303409
2021-1-5,Residence,Not disclosed,City of Vaughan,Pt. 1 Fail to comply with continued Section 7.0.2 Order O. Reg. 82/20  Attend a social gathering held indoors,Vaughan Bylaw Enforcement,$750 + surcharge = $880,,
2021-1-5,Residence,Not disclosed,Town of Whitchurch - Stouffville,2 Charges Part 1 ROA Gathering limits,Whitchurch-Stouffville Bylaw Enforcement,$750 + surcharge = $880,,
2021-1-5,Rose Retreat Health,16715 Yonge St.,Town of Newmarket,Part 1 ROA  √Ñ√∂‚àö√ë‚àö‚àÇ √†√∂‚àö√´ √†√∂‚àö√ú Non-essential business open,Newmarket Bylaw Enforcement,$750 + surcharge = $880,44.035462,-79.475773
2021-1-5,Sake and Sushi Japanese Restaurant,5875 Highway 7 West,City of Vaughan,"Part 1 ROA  √Ñ√∂‚àö√ë‚àö‚àÇ √†√∂‚àö√´ √†√∂‚àö√ú Overcrowding, No physical distancing",York Region Public Health,$750 + surcharge = $880,43.773571,-79.619226
2021-1-5,Sunfood Supermarket,1661 Denison St.,City of Markham,Part 1 ROA Gathering Limits,Markham Bylaw Enforcement,$750 + surcharge = $880,43.834733,-79.306247
2021-1-12,Al Habib Supermarket,2860 Denison St.,City of Markham,Pt. 1 ROA Business Regulations no safety plan,Markham Bylaw Enforcement,$750 + surcharge = $880,43.841329,-79.265806
2021-1-12,Amazon Hardwood Centre,599 Denison St.,City of Markham,Pt. 1 ROA  Business Regulations  business open contrary to order,Markham Bylaw Enforcement,$750 + surcharge = $880,43.823841,-79.342247
2021-1-12,Angelos Sportswear,443 the Queensway S,Town of Georgina,Pt. 1 ROA  Business Regulations  business open contrary to provincial order,Georgina Bylaw Enforcement,$750 + surcharge = $880,44.214943,-79.464593
2021-1-12,Arto Kitchen & Bath,599 Denison St.,City of Markham,Pt. 1 ROA  Business Regulations (business open contrary to order),Markham Bylaw Enforcement,$750 + surcharge = $880,43.823841,-79.342247
2021-1-12,Asiya Bolleood Junction,280 Elson St.,City of Markham,Pt. 1 ROA  Business Regulations (business open contrary to order),Markham Bylaw Enforcement,$750 + surcharge = $880,43.840297,-79.252798
2021-1-12,Circle K Store #52590,1472 Wellington Street East,Town of Aurora,Pt. 1 ROA  employee not wearing mask,Aurora Bylaw Enforcement,$750 + surcharge = $880,44.010624,-79.419483
2021-1-12,Empire Bath International Ltd.,615 Denison St.,City of Markham,Pt. 1 ROA  Business Regulations  business open contrary to order,Markham Bylaw Enforcement,$750 + surcharge = $880,43.824225,-79.340611
2021-1-12,Fade Zone,10094 Yonge St,City of Richmond Hill,Pt. 1 ROA  Fail to comply with O. Reg. 82/20  Personal Service  Barber Shop operating,Richmond Hill Bylaw Enforcement,$750 + surcharge = $880,43.873548,-79.437732
2021-1-12,Foody Mart,5221 Hwy 7 East,City of Markham,Pt. 1 ROA  Business Regulations  over capacity,Markham Bylaw Enforcement,$750 + surcharge = $880,43.84055,-79.398527
2021-1-12,Full Fresh Supermarket,9390 Woodbine Ave,City of Markham,Pt. 1 ROA  Physical Distancing and Business Regulations  no safety plan and over capacity,Markham Bylaw Enforcement,$750 + surcharge = $880,43.872691,-79.363914
2021-1-12,Kabab Saraye Parya,14810 Yonge Street,Town of Aurora,Pt. 1 ROA  employees not wearing masks,Aurora Bylaw Enforcement,$750 + surcharge = $880,43.988849,-79.46497
2021-1-12,Pars Food Canada,365 John St.,City of Markham,Pt. 1 ROA  Business Regulations  no safety plan,Markham Bylaw Enforcement,$750 + surcharge = $880,43.820396,-79.390847
2021-1-12,Point of Light (Mind Body Spirit),16635 Yonge St,Town of Newmarket,Pt. 1 ROA  Business Regulations  Required to be closed (This ticket was issued before the closure order),Newmarket Bylaw Enforcement,$750 + surcharge = $880,44.033256,-79.475268
2021-1-12,Quality & Company Inc,"67 Jacob Keffer Pkwy, Concord",City of Vaughan,Pt. 1 ROA  lack of physical distancing,York Region Public Health,$750 + surcharge = $880,43.835009,-79.505263
2021-1-12,Residence used as a short-term rental,12846 Hwy. 48,Town of Whitchurch - Stouffville,Pt. 1 ROA  Fail to comply with Gathering limits  hosting a gathering (2 additional charges were reported Jan 5th for exceeding gathering limits),Whitchurch  Stouffville Bylaw,$750 + surcharge = $880,43.978146,-79.283557
2021-1-12,Shops on Yonge,7181 Yonge St.,City of Markham,Pt. 1 ROA  Business Regulations (missing safety plan),Markham Bylaw Enforcement,$750 + surcharge = $880,43.803533,-79.421517
2021-1-12,Spice Town Halal Meat,280 Elson St.,City of Markham,Pt. 1 ROA  Business Regulations  maximum capacity signage not posted,Markham Bylaw Enforcement,$750 + surcharge = $880,43.840297,-79.252798
2021-1-12,Super Tehran,7327 Yonge St.,City of Markham,Pt. 1 ROA  Business Regulations  no safety plan,Markham Bylaw Enforcement,$750 + surcharge = $880,43.806002,-79.422115
2021-1-12,TAT Super Bakery,15570 Yonge Street,Town of Aurora,Pt. 1 ROA  employee not wearing mask/lack of social distancing,Aurora Bylaw Enforcement,$750 + surcharge = $880,44.007357,-79.469425
2021-1-12,The Best Shop,398 Ferrier St.,City of Markham,Pt. 1 ROA  Business Regulations  business open contrary to order,Markham Bylaw Enforcement,$750 + surcharge = $880,43.820252,-79.33058
2021-1-12,Ultimate Fades,13130 Yonge St,City of Richmond Hill,Pt. 1 ROA  Fail to comply with O. Reg. 82/20  Personal Service  Barber Shop operating,Richmond Hill Bylaw Enforcement,$750 + surcharge = $880,43.947811,-79.455443
2021-1-12,Wild Wing,650 Wellington Street East,Town of Aurora,Pt. 1 ROA  employees and customer not wearing masks,Aurora Bylaw Enforcement,$750 + surcharge = $880,44.004358,-79.446642
2021-1-12,Winco Foodmart,3155 Hwy. 7 East,City of Markham,Pt. 1 ROA  Physical Distancing and Gathering Limits  over capacity and lack of physical distancing,Markham Bylaw Enforcement,$750 + surcharge = $880,43.84055,-79.398527
2021-1-12,Woodbridge Linens  N Things Limited o/a Grace Textile,27 Roytec Rd. U-6A,City of Vaughan,"Pt. 1 ROA  Fail to comply with a O. Reg. 82/20, Fail to close",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.80329,-79.549651
2021-1-12,World Pharmacy,7163 Yonge St. Unit 286,City of Markham,Pt. 1 ROA  Business Regulations - no safety plan; no face covering signage),Markham Bylaw Enforcement,$750 + surcharge = $880,43.802441,-79.421149
2021-1-19,Bens Pharmacy,"20865 Dalton Rd, Sutton",Town of Georgina,Pt. 1 - Fail to comply with continued Section 7.0.2 Order O. Reg. 82/80  Rules for Areas in Stage 1,Georgina Bylaw Enforcement,$750 + surcharge = $880,44.306952,-79.363928
2021-1-19,Bombay Bazar,7657 Kennedy Rd.,City of Markham,"Part 1 ROA  Business Regulations  no safety plan, no face covering sign",Markham Bylaw Enforcement,$750 + surcharge = $880,43.840887,-79.304273
2021-1-19,Centra Food Mart,"104-24 Orchard Heights Blvd, Aurora",Town of Aurora,Part 1 ROA  lack of physical distancing and not monitoring capacity,YR Public Health,$750 + surcharge = $880,44.008722,-79.471196
2021-1-19,Colours Hair and Skin Studio,10077 Yonge St. Unit 1,City of Richmond Hill,Pt. 1  Fail to comply with continued Section 7.0.2 Order O. Reg. 82/20  Personal Service - Hair salon cutting customers hair,Richmond Hill Bylaw Enforcement,$750 + surcharge = $880,43.87318,-79.437649
2021-1-19,Costco,35 John Birchall Rd,City of Richmond Hill,Pt. 1  Fail to comply with continued Section 7.0.2 Order O. Reg. 82/20  Charge laid against the Costco Manager pertaining to physical distancing at check-out lanes.,Richmond Hill Bylaw Enforcement,$750 + surcharge = $880,43.90126,-79.39291
2021-1-19,CrepeStar Dessert Cafe & Bistro,"14800 Yonge Street, Unit 106",Town of Aurora,Part 1 ROA  indoor dining,Aurora Bylaw Enforcement,$750 + surcharge = $880,43.988029,-79.464777
2021-1-19,Food Basics,1220 Castlemore Ave,City of Markham,Part 1 ROA  Lack of cleaning and disinfecting,YR Public Health,$750 + surcharge = $880,43.904052,-79.268793
2021-1-19,Food Basics,300 John St.,City of Markham,Part 1 ROA  Business Regulations  self-checkout not sanitized after use,Markham Bylaw Enforcement,$750 + surcharge = $880,43.819233,-79.398038
2021-1-19,Freshco,1430 Major Mackenzie Drive E,City of Richmond Hill,Part 1 ROA  Lack of physical distancing,YR Public Health,$750 + surcharge = $880,43.879713,-79.394481
2021-1-19,Garden Basket,9271 Markham Rd.,City of Markham,"Part 1 ROA  Business Regulations  no safety plan, no capacity sign",Markham Bylaw Enforcement,$750 + surcharge = $880,43.892606,-79.264149
2021-1-19,La Paloma,"200 Windflower Gate, Unit 1",City of Vaughan,Pt. 1  Fail to comply with continued Section 7.0.2 Order O. Reg. 82/20  Fail to post a sign in a conspicuous location with the maximum capacity,Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.790295,-79.553054
2021-1-19,Le Cue Pool & Lounge,8901 Woodbine Ave.,City of Markham,"Part 1 ROA  Business Regulations  staff not wearing mask, 10 customers inside",Markham Bylaw Enforcement,$750 + surcharge = $880,43.859061,-79.360456
2021-1-19,Lucky Foodmart,8360 Kennedy Rd.,City of Markham,Part 1 ROA  Business Regulations  shopping carts not sanitized after use,Markham Bylaw Enforcement,$750 + surcharge = $880,43.858031,-79.303409
2021-1-19,No Frills,9305 Markham Road,City of Markham,1. Part 1 ROA  Lack of cleaning and disinfecting2. Part 1 ROA  Business Regulations  self-checkout not sanitized after use,1 YR Public Health2. Markham Bylaw Enforcement,$750 + surcharge = $880,43.89513,-79.264781
2021-1-19,No Frills,5762 Highway 7 E,City of Markham,Part 1 ROA  Lack of cleaning and disinfecting,YR Public Health,$750 + surcharge = $880,43.8716,-79.266429
2021-1-19,No Frills,8601 Warden Ave.,City of Markham,Part 1 ROA  Lack of cleaning and disinfecting,Markham Bylaw Enforcement,$750 + surcharge = $880,43.85839,-79.334503
2021-1-19,No Frills,9350 Yonge St,City of Richmond Hill,Pt. 1  Fail to comply with continued Section 7.0.2 Order O. Reg. 82/20  Employee fined for not wearing a face mask.,Richmond Hill Bylaw Enforcement,$750 + surcharge = $880,43.855473,-79.43369
2021-1-19,Reginos Pizza Store,"14810 Yonge Street, Unit 7",Town of Aurora,Part 1 ROA  employee without mask/no safety plan,Aurora Bylaw Enforcement,$750 + surcharge = $880,43.988849,-79.46497
2021-1-19,Scan Gift,73 Industrial Parkway North,Town of Aurora,Part 1 ROA  employee without mask/no safety plan,Aurora Bylaw Enforcement,$750 + surcharge = $880,44.005058,-79.458293
2021-1-19,Seasons Food Mart,7181 Yonge St.,City of Markham,"Part 1 ROA  Business Regulations  no maximum occupancy sign, no control of customers entering",Markham Bylaw Enforcement,$750 + surcharge = $880,43.803533,-79.421517
2021-1-19,Shoppers Drug Mart,298 John St.,City of Markham,Part 1 ROA  Business Regulations  self-checkout not sanitized after use,Markham Bylaw Enforcement,$750 + surcharge = $880,43.819213,-79.398138
2021-1-19,Shoppers Drug Mart,2920 Major Mackenzie,City of Markham,Part 1 ROA  Business Regulations  self-checkout not sanitized after use,Markham Bylaw Enforcement,$750 + surcharge = $880,43.873987,-79.259867
2021-1-19,Shoppers Drug Mart,8601 Warden Ave.,City of Markham,Part 1 ROA  Business Regulations  self-checkout not sanitized after use,Markham Bylaw Enforcement,$750 + surcharge = $880,43.85839,-79.334503
2021-1-19,Shoppers Drug Mart,5000 Hwy 7 E,City of Markham,Part 1 ROA  Business Regulations  self-checkout not sanitized after use,Markham Bylaw Enforcement,$750 + surcharge = $880,43.86635,-79.288142
2021-1-19,Shoppers Drug Mart,6579 Hwy 7 E,City of Markham,Part 1 ROA  Business Regulations  self-checkout not sanitized after use,Markham Bylaw Enforcement,$750 + surcharge = $880,43.878714,-79.239498
2021-1-19,Sobeys,11700 Yonge Street,City of Richmond Hill,Part 1 ROA  No capacity posted,YR Public Health,$750 + surcharge = $880,43.912596,-79.447037
2021-1-19,Subway Restaurant,"14810 Yonge Street, Unit 1",Town of Aurora,Part 1 ROA  employee without mask/no capacity sign posted/no safety plan,Aurora Bylaw Enforcement,$750 + surcharge = $880,43.988849,-79.46497
2021-1-19,Sutton Smoke and Convenience Dollar Plus,"20887 Dalton Rd, Sutton",Town of Georgina,Pt. 1 - Fail to comply with continued Section 7.0.2 Order O. Reg. 82/80  Rules for Areas in Stage 1,Georgina Bylaw Enforcement,$750 + surcharge = $880,44.30841,-79.364556
2021-1-19,T&T Supermarket,9625 Yonge Street,City of Richmond Hill,Part 1 ROA  for no proper capacity control measures and overcrowding,YR Public Health,$750 + surcharge = $880,43.861095,-79.434893
2021-1-19,Walmart,500 Copper Creek Drive,City of Markham,Part 1 ROA  Lack of cleaning and disinfecting,YR Public Health,$750 + surcharge = $880,43.870055,-79.216188
2021-1-19,Walmart,225 Silver Linden Drive,City of Richmond Hill,Part 1 ROA  Lack of cleaning and disinfecting,YR Public Health,$750 + surcharge = $880,43.842537,-79.414667
2021-1-19,Walmart,1070 Major Mackenzie Drive E,City of Richmond Hill,Part 1 ROA  for improper mask use by employees,YR Public Health,$750 + surcharge = $880,43.876251,-79.412875
2021-1-19,Walmart,3600 Major Mackenzie Drive W,City of Vaughan,"1. Part 1 ROA  for overcrowding, lack of physical distancing2. Pt. 1  Fail to comply with continued Section 7.0.2 Order O. Reg. 82/20  Fail to operate the business or organization in compliance with the advice, recommendations and instructions of public health officials.",1. YR Public Health2. Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.845359,-79.555469
2021-1-19,Walmart,8300 Hwy 27,City of Vaughan,"Pt. 1  Fail to comply with continued Section 7.0.2 Order O. Reg. 82/20  Fail to operate the business or organization in compliance with the advice, recommendations and instructions of public health officials.",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.78678,-79.625056
2021-1-26,AppleCreek Pharmacy,8787 Woodbine,City of Markham,Pt. 1 ROA Business Regulations missing safety plan,Markham Bylaw Enforcement,$750 + surcharge = $880,43.85554,-79.35955
2021-1-26,Daisy Mart,"104 High St, Sutton",Town of Georgina,Pt. 1 - Fail to comply with continued Section 7.0.2 Order O. Reg. 82/80 Rules for Areas in Stage 1,Georgina Bylaw Enforcement,$750 + surcharge = $880,44.303264,-79.357744
2021-1-26,Greek Stop,8601 Warden,City of Markham,Pt. 1 ROA Business Regulations missing safety plan,Markham Bylaw Enforcement,$750 + surcharge = $880,43.85839,-79.334503
2021-1-26,Le Viet Asian Cuisine,505 Hwy 7 E,City of Markham,Pt. 1 ROA Business Regulations missing safety plan,Markham Bylaw Enforcement,$750 + surcharge = $880,43.842897,-79.388381
2021-1-26,Little Bee Mart,"102 High St, Sutton",Town of Georgina,Pt. 1 - Fail to comply with continued Section 7.0.2 Order O. Reg. 82/80 Rules for Areas in Stage 1,Georgina Bylaw Enforcement,$750 + surcharge = $880,44.303158,-79.357571
2021-1-26,Patron at business (x2),10 East Wilmont St. Unit #22,City of Richmond Hill,Pt. 1 ROA Fail to comply with continued Section 7.0.2 Order O. Reg. 82/80 Rules for Areas in Stage 1 (x2 patrons),Richmond Hill Bylaw Enforcement,$750 + surcharge = $880,43.852975,-79.383351
2021-1-26,Peonyx,"95 Pantano Dr., Thornhill",City of Vaughan,2 Charges Pt. 1 ROA - O. Reg. 82/20 Attend a social gathering held indoors. Pt. 1 EMCPA O. Reg. 11/21 Fail to remain in the place of residence,Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.839021,-79.477218
2021-1-26,Pizza Hut,"482 The Queensway S, Keswick",Town of Georgina,Pt. 1 - Fail to comply with continued Section 7.0.2 Order O. Reg. 82/80 Rules for Areas in Stage 1,Georgina Bylaw Enforcement,$750 + surcharge = $880,44.211347,-79.465288
2021-1-26,Shoppers Drug Mart,4630 Hwy 7 E,City of Markham,Pt. 1 ROA Business Regulations self-checkout not sanitized after use,Markham Bylaw Enforcement,$750 + surcharge = $880,43.862545,-79.304596
2021-1-26,Shoppers Drug Mart,"9200 Dufferin St., Concord",City of Vaughan,"Pt. 1 ROA - O. Reg. 82/20 Fail to ensure that any person in the indoor area of the premises wears a mask or face covering that covers their mouth, nose and chin.",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.841614,-79.482841
2021-1-26,Shoprite Convenience,"5051 Baseline Rd, Sutton",Town of Georgina,Pt. 1 - Fail to comply with continued Section 7.0.2 Order O. Reg. 82/80 Rules for Areas in Stage 1,Georgina Bylaw Enforcement,$750 + surcharge = $880,44.301517,-79.370879
2021-1-26,Short-Term Rental Accommodation,"68 Cooks Bay Dr, Keswick",Town of Georgina,Pt. 1 - Fail to comply with continued Section 7.0.2 Order O. Reg. 82/80 Rules for Areas in Stage 1,Georgina Bylaw Enforcement,$750 + surcharge = $880,44.238422,-79.472979
2021-1-26,Sunny Foodmart,7700 Markham Rd.,City of Markham,Pt. 1 ROA Business Regulations missing safety plan,Markham Bylaw Enforcement,$750 + surcharge = $880,43.853894,-79.25523
2021-1-26,Ultramar,"20835 Dalton Rd, Sutton",Town of Georgina,Pt. 1 - Fail to comply with continued Section 7.0.2 Order O. Reg. 82/80 Rules for Areas in Stage 1,Georgina Bylaw Enforcement,$750 + surcharge = $880,44.305103,-79.363118
2021-1-26,Wonton Hut,3760 Hwy 7 E,City of Markham,Pt. 1 ROA Business Regulations missing safety plan,Markham Bylaw Enforcement,$750 + surcharge = $880,43.856298,-79.331811
2021-1-26,Yummy Market,"1390 Major Mackenzie Drive W,",City of Vaughan,Pt. 1 ROA Lack of physical distancing,York Region Public Health,$750 + surcharge = $880,43.862012,-79.48325
2021-2-2,Adore Fusion,"505 Hwy 7 E., Thornhill",City of Markham,Pt. 1 ROA - Business Regulations; Face Coverings (missing safety plan; staff not wearing masks),Markham Bylaw Enforcement,$750 + surcharge = $880,43.842897,-79.388381
2021-2-2,Advance Optical,4300 Steeles Ave.,City of Markham,Pt. 1 ROA - Face Coverings (patrons not wearing masks),Markham Bylaw Enforcement,$750 + surcharge = $880,43.822283,-79.313132
2021-2-2,Bur Oak Discount Pharmacy,"20 Bur Oak Ave., Unit 6",City of Markham,"Pt. 1 ROA - Business Regulations (missing safety plan, no capacity sign, no employee screening log)",Markham Bylaw Enforcement,$750 + surcharge = $880,43.888647,-79.315799
2021-2-2,Dollarama,1410 Major Mackenzie Dr,City of Vaughan,"Pt. 1 ROA - O. Reg. 82/20 - Fail to ensure that any person in the indoor area of the premises wears a mask or face covering that covers their mouth, nose and chin.",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.861761,-79.484717
2021-2-2,H&M Ceramics,605 Denison St.,City of Markham,"Pt. 1 ROA - Business Regulations (missing safety plan, no capacity sign)",Markham Bylaw Enforcement,$750 + surcharge = $880,43.824096,-79.34117
2021-2-2,Heat Beat Club Inc.,145 Royal Crest Unit 28,City of Markham,Pt. 1 ROA - Business Regulations (business open contrary to order),Markham Bylaw Enforcement,$750 + surcharge = $880,43.841243,-79.325069
2021-2-2,Keung Kee Congee,7060 Warden Ave.,City of Markham,Pt. 1 ROA - Business Regulations (missing safety plan),Markham Bylaw Enforcement,$750 + surcharge = $880,43.821721,-79.325098
2021-2-2,Les Chateux Restaurant,"8360 Kennedy Rd., Unionville",City of Markham,"Pt. 1 ROA - Business Regulations (missing safety plan, no capacity sign)",Markham Bylaw Enforcement,$750 + surcharge = $880,43.858031,-79.303409
2021-2-2,Matcha Tea & Dessert,"505 Hwy 7 E., Thornhill",City of Markham,Pt. 1 ROA - Business Regulations (business open contrary to order),Markham Bylaw Enforcement,$750 + surcharge = $880,43.842897,-79.388381
2021-2-2,No Frills,3800 Rutherford Rd,City of Vaughan,"Pt. 1 ROA - O. Reg. 82/20 - Fail to ensure that any person in the indoor area of the premises wears a mask or face covering that covers their mouth, nose and chin.",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.826529,-79.553707
2021-2-2,O Nezo Tapioca,30 South Unionville,City of Markham,"Pt. 1 ROA - Business Regulations (missing safety plan, no capacity sign)",Markham Bylaw Enforcement,$750 + surcharge = $880,43.855527,-79.303523
2021-2-2,Oh Cake,8333 Kennedy Rd. Unit #2006,City of Markham,"Pt. 1 ROA - Business Regulations (missing safety plan, no capacity sign)",Markham Bylaw Enforcement,$750 + surcharge = $880,43.856792,-79.304463
2021-2-2,Pine Tree Garden,"10 Bur Oak Ave., Unit 1",City of Markham,"Pt. 1 ROA - Business Regulations (missing safety plan, no capacity sign)",Markham Bylaw Enforcement,$750 + surcharge = $880,43.888588,-79.316124
2021-2-2,Pizza 786,2352 Middlefield,City of Markham,Pt. 1 ROA - Business Regulations (missing safety plan),Markham Bylaw Enforcement,$750 + surcharge = $880,43.841741,-79.265107
2021-2-2,Project Sushi,9275 Markham Rd,City of Markham,Pt. 1 ROA - Face Coverings (staff not wearing masks),Markham Bylaw Enforcement,$750 + surcharge = $880,43.8929,-79.2637
2021-2-2,Rexall,3900 Rutherford Rd,City of Vaughan,"Pt. 1 ROA - O. Reg. 82/20 - Fail to ensure that any person in the indoor area of the premises wears a mask or face covering that covers their mouth, nose and chin.",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.82645,-79.554208
2021-2-2,Shell Gas,2881 Major Mackenzie Dr. E,City of Markham,Pt. 1 ROA - Business Regulations (missing safety plan),Markham Bylaw Enforcement,$750 + surcharge = $880,43.884805,-79.372325
2021-2-2,Shoppers Drug Mart,1730 Bur Oak,City of Markham,Pt. 1 ROA - Business Regulations (self-checkout not sanitized after use),Markham Bylaw Enforcement,$750 + surcharge = $880,43.900145,-79.266556
2021-2-2,South Asiyan Seafood,9909 Markham Rd.,City of Markham,Pt. 1 ROA - Face Coverings (staff not wearing face masks),Markham Bylaw Enforcement,$750 + surcharge = $880,43.907232,-79.267622
